bab_order,bab_label,bab_title,fasl,article_title,article_number,article_number_label,article_number_int,article_text,source_url,searchable_text,text_len,article_status
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الحادية عشرة:,الحادية عشرة,11,11,"إذا عهد صاحب العمل لأي شخص طبيعي أو معنوي القيام بعمل من أعماله الأصلية , أو جزء منها ؛ وجب على الأخير أن يعطي عماله جميع الحقوق والمزايا التي يعطيها صاحب العمل الأصلي لعماله .",https://www.hrsd.gov.sa/node/5575978,"الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الحادية عشرة: - إذا عهد صاحب العمل لأي شخص طبيعي أو معنوي القيام بعمل من أعماله الأصلية , أو جزء منها ؛ وجب على الأخير أن يعطي عماله جميع الحقوق والمزايا التي يعطيها صاحب العمل الأصلي لعماله .",176,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الحادية عشرة مكرر :,الحادية عشرة مكرر,11مكرر,11,مع عدم الإخلال بأحكام هذا النظام والأنظمة ذات العلاقة؛ للوزير أن يتخذ الإجراءات التي من شأنها أن تكفل تحسين أداء سوق العمل ، وتنظيم حركة انتقال الأيدي العاملة .,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الحادية عشرة مكرر : - مع عدم الإخلال بأحكام هذا النظام والأنظمة ذات العلاقة؛ للوزير أن يتخذ الإجراءات التي من شأنها أن تكفل تحسين أداء سوق العمل ، وتنظيم حركة انتقال الأيدي العاملة .,160,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الثانية عشرة:,الثانية عشرة,12,12,تضع الوزارة نموذجاً موحداً - أو أكثر - للائحة تنظيم العمل ، على أن يكون شاملاً لقواعد تنظيم العمل وما يتصل به من أحكام ، بما في ذلك الأحكام المتعلقة بالميزات والأحكام الخاصة بالمخالفات والجزاءات التأديبية . تضع الوزارة ضوابط وآليات اعتماد لوائح تنظيم العمل .,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الثانية عشرة: - تضع الوزارة نموذجاً موحداً - أو أكثر - للائحة تنظيم العمل ، على أن يكون شاملاً لقواعد تنظيم العمل وما يتصل به من أحكام ، بما في ذلك الأحكام المتعلقة بالميزات والأحكام الخاصة بالمخالفات والجزاءات التأديبية . تضع الوزارة ضوابط وآليات اعتماد لوائح تنظيم العمل .,258,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الثالثة عشرة :,الثالثة عشرة,13,13,يلتزم كل صاحب عمل بإعداد لائحة لتنظيم العمل في منشأته وفق النموذج المعد من الوزارة ، ويجوز للوزير الاستثناء من ذلك . يجوز لصاحب العمل تضمين اللائحة شروطاً وأحكاماً إضافية ، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له . يجب على صاحب العمل أن يعلن لائحة تنظيم العمل وأي تعديل يطرأ عليها في مكان ظاهر في المنشأة أو أي وسيلة أخرى تكفل علم الخاضعين لها بأحكامها .,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الثالثة عشرة : - يلتزم كل صاحب عمل بإعداد لائحة لتنظيم العمل في منشأته وفق النموذج المعد من الوزارة ، ويجوز للوزير الاستثناء من ذلك . يجوز لصاحب العمل تضمين اللائحة شروطاً وأحكاماً إضافية ، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له . يجب على صاحب العمل أن يعلن لائحة تنظيم العمل وأي تعديل يطرأ عليها في مكان ظاهر في المنشأة أو أي وسيلة أخرى تكفل علم الخاضعين لها بأحكامها .,385,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الرابعة عشرة:,الرابعة عشرة,14,14,(ملغاة),https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الرابعة عشرة: - (ملغاة),7,repealed
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الخامسة عشرة:,الخامسة عشرة,15,15,على صاحب العمل عند بدء العمل في أي منشأة أن يبلغ مكتب العمل المختص كتابة بالبيانات الآتية: إسم المنشأة ونوعها ومركزها ، والعنوان الذي توجه إليه المراسلات ، وأي معلومة يكون من شأنها سهولة الإتصال بالمنشأة . النشاط الإقتصادي المرخص له بمزاولته مع ذكر رقم السجل التجاري أو الترخيص وتاريخه ، وجهة إصداره ، وإرفاق صورة منه . عدد العمال المراد تشغيلهم في المنشأة . إسم مدير المنشأة المسؤول . أي بيانات أخرى تطلبها الوزارة .,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الخامسة عشرة: - على صاحب العمل عند بدء العمل في أي منشأة أن يبلغ مكتب العمل المختص كتابة بالبيانات الآتية: إسم المنشأة ونوعها ومركزها ، والعنوان الذي توجه إليه المراسلات ، وأي معلومة يكون من شأنها سهولة الإتصال بالمنشأة . النشاط الإقتصادي المرخص له بمزاولته مع ذكر رقم السجل التجاري أو الترخيص وتاريخه ، وجهة إصداره ، وإرفاق صورة منه . عدد العمال المراد تشغيلهم في المنشأة . إسم مدير المنشأة المسؤول . أي بيانات أخرى تطلبها الوزارة .,417,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة السادسة عشرة:,السادسة عشرة,16,16,إذا لم يتمكن صاحب العمل من ممارسة العمل بنفسه ، فعليه أن يعين مسؤولاً يمثله في مكان العمل . وفي حالة تعدد الشركاء أو المديرين في المنشأة يسمى أحدهم من المقيمين في مكان العمل ، يمثل صاحب العمل ويكون مسؤولاً عن أي مخالفة لأحكام هذا النظام . على صاحب العمل أن يبلغ مكتب العمل المختص كتابة باسم الشريك أو المدير ، وعليه في حالة تغييره أن يبلغ المكتب بإسم الشريك أو المدير الجديد خلال سبعة أيام على الأكثر من تولي هذا الأخير عمله . إذا لم يوجد شخص معين بصفة مدير مسؤول للمنشأة - او إذا لم يباشر الشخص المعين عمله – فإن من يقوم فعلاً بأعمال المدير أو صاحب العمل نفسه يعد مديراً مسؤولاً عن المنشأة . وفي كل الأحوال تبقى مسؤولية صاحب العمل قائمة بصفة أصلية .,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة السادسة عشرة: - إذا لم يتمكن صاحب العمل من ممارسة العمل بنفسه ، فعليه أن يعين مسؤولاً يمثله في مكان العمل . وفي حالة تعدد الشركاء أو المديرين في المنشأة يسمى أحدهم من المقيمين في مكان العمل ، يمثل صاحب العمل ويكون مسؤولاً عن أي مخالفة لأحكام هذا النظام . على صاحب العمل أن يبلغ مكتب العمل المختص كتابة باسم الشريك أو المدير ، وعليه في حالة تغييره أن يبلغ المكتب بإسم الشريك أو المدير الجديد خلال سبعة أيام على الأكثر من تولي هذا الأخير عمله . إذا لم يوجد شخص معين بصفة مدير مسؤول للمنشأة - او إذا لم يباشر الشخص المعين عمله – فإن من يقوم فعلاً بأعمال المدير أو صاحب العمل نفسه يعد مديراً مسؤولاً عن المنشأة . وفي كل الأحوال تبقى مسؤولية صاحب العمل قائمة بصفة أصلية .,650,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة السابعة عشرة:,السابعة عشرة,17,17,على صاحب العمل أن يحتفظ في مكان العمل بالسجلات والكشوف والملفات التي تحدد ماهيتها ، والبيانات التي يجب أن تتضمنها اللائحة . وعليه أن يضع في مكان ظاهر بموقع العمل جدولاً بمواعيد العمل ، وفترات الراحة ، ويوم الراحة الأسبوعي ، ومواعيد بدء كل نوبة وإنتهائها في حالة العمل بأسلوب المناوبة .,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة السابعة عشرة: - على صاحب العمل أن يحتفظ في مكان العمل بالسجلات والكشوف والملفات التي تحدد ماهيتها ، والبيانات التي يجب أن تتضمنها اللائحة . وعليه أن يضع في مكان ظاهر بموقع العمل جدولاً بمواعيد العمل ، وفترات الراحة ، ويوم الراحة الأسبوعي ، ومواعيد بدء كل نوبة وإنتهائها في حالة العمل بأسلوب المناوبة .,285,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الثامنة عشرة:,الثامنة عشرة,18,18,إذا انتقلت ملكية المنشأة لمالك جديد، أو طرأ تغيير على شكلها النظامي بالدمج أو التجزئة أو غير ذلك، تبقى عقود العمل نافذة في الحالين، وتعد الخدمة مستمرة. أما بالنسبة لحقوق العمال الناشئة عن المدة السابقة لهذا التغيير من أجور، أو مكافأة نهاية خدمة مفترضة الاستحقاق بتاريخ انتقال الملكية، أو غير ذلك من حقوق؛ فيكون الخلف والسلف مسؤولين عنها بالتضامن. ويجوز في حال انتقال المنشآت الفردية لأي سبب اتفاق السلف والخلف على انتقال جميع حقوق العمال السابقة إلى المالك الجديد بموافقة العامل الخطية. وللعامل في حال عدم موافقته طلب إنهاء عقده وتسلّم مستحقاته من السلف.,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الثامنة عشرة: - إذا انتقلت ملكية المنشأة لمالك جديد، أو طرأ تغيير على شكلها النظامي بالدمج أو التجزئة أو غير ذلك، تبقى عقود العمل نافذة في الحالين، وتعد الخدمة مستمرة. أما بالنسبة لحقوق العمال الناشئة عن المدة السابقة لهذا التغيير من أجور، أو مكافأة نهاية خدمة مفترضة الاستحقاق بتاريخ انتقال الملكية، أو غير ذلك من حقوق؛ فيكون الخلف والسلف مسؤولين عنها بالتضامن. ويجوز في حال انتقال المنشآت الفردية لأي سبب اتفاق السلف والخلف على انتقال جميع حقوق العمال السابقة إلى المالك الجديد بموافقة العامل الخطية. وللعامل في حال عدم موافقته طلب إنهاء عقده وتسلّم مستحقاته من السلف.,554,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة التاسعة عشرة:,التاسعة عشرة,19,19,تعد المبالغ المستحقة للعامل أو ورثته بمقتضى هذا النظام ديوناً ممتازة من الدرجة الأولى . وللعامل وورثته في سبيل إستيفائها إمتياز على جميع أموال صاحب العمل. وفي حالة إفلاس صاحب العمل أو تصفية منشأته تسجل المبالغ المذكورة ديوناً ممتازة، ويدفع للعامل مبلغ معجل يعادل أجر شهر واحد ، وذلك قبل سداد أي مصروف آخر - بما في ذلك المصروفات القضائية ومصروفات الإفلاس أو التصفية.,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة التاسعة عشرة: - تعد المبالغ المستحقة للعامل أو ورثته بمقتضى هذا النظام ديوناً ممتازة من الدرجة الأولى . وللعامل وورثته في سبيل إستيفائها إمتياز على جميع أموال صاحب العمل. وفي حالة إفلاس صاحب العمل أو تصفية منشأته تسجل المبالغ المذكورة ديوناً ممتازة، ويدفع للعامل مبلغ معجل يعادل أجر شهر واحد ، وذلك قبل سداد أي مصروف آخر - بما في ذلك المصروفات القضائية ومصروفات الإفلاس أو التصفية.,365,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة العشرون:,العشرون,20,20,لا يجوز لصاحب العمل أو العامل أن يقوم بعمل من شأنه إساءة استعمال أحكام هذا النظام أو القرارات واللوائح الصادرة تنفيذاً لأحكامه كما لايجوز لأي منهما القيام بعمل من شأنه الضغط على حرية الآخر أو حرية عمال أو اصحاب عمل آخرين لتحقيق أي مصلحة أو وجهة نظر يتبناها مما يتنافى مع حرية العمل أو إختصاص الجهة المختصة بتسوية الخلافات.,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة العشرون: - لا يجوز لصاحب العمل أو العامل أن يقوم بعمل من شأنه إساءة استعمال أحكام هذا النظام أو القرارات واللوائح الصادرة تنفيذاً لأحكامه كما لايجوز لأي منهما القيام بعمل من شأنه الضغط على حرية الآخر أو حرية عمال أو اصحاب عمل آخرين لتحقيق أي مصلحة أو وجهة نظر يتبناها مما يتنافى مع حرية العمل أو إختصاص الجهة المختصة بتسوية الخلافات.,322,active
1,الباب الأول,التعريفات / الأحكام العامة,الفصل الثاني,المادة الحادية والعشرون:,الحادية والعشرون,21,21,على الوزير – في سبيل تنفيذ أحكام هذا النظام – التنسيق مع الجهات ذات العلاقة كلما اقتضى الأمر ذلك.,https://www.hrsd.gov.sa/node/5575978,الباب الأول - التعريفات / الأحكام العامة - الفصل الثاني - المادة الحادية والعشرون: - على الوزير – في سبيل تنفيذ أحكام هذا النظام – التنسيق مع الجهات ذات العلاقة كلما اقتضى الأمر ذلك.,97,active
2,الباب الثاني,تنظيم عمليات التوظيف,الفصل الأول,المادة الثانية والعشرون:,الثانية والعشرون,22,22,توفر الوزارة قنوات للتوظيف دون مقابل، تقوم بما يأتي: 1. مساعدة العمال في الحصول على الأعمال المناسبة، ومساعدة أصحاب الأعمال في إيجاد العمال المناسبين. 2. جمع المعلومات الضرورية عن سوق العمل وتطوره وتحليلها؛ لكي تكون في متناول مختلف الهيئات العامة والخاصة المعنية بشؤون التخطيط الاقتصادي والاجتماعي. 3. تنفيذ الواجبات الآتية: 3/1- تسجيل طالبي العمل. 3/2- الحصول على بيانات بالأعمال الشاغرة من أصحاب الأعمال. 3/3-مواءمة طلبات طالبي العمل مع الأعمال الشاغرة وفق مؤهلاتهم. 3/4- تقديم النصح والمعونة إلى طالبي العمل فيما يختص بالتأهيل والتدريب المهني، أو بإعادة التدريب اللازم للحصول على الأعمال الشاغرة. 3/5- غير ذلك من الأمور التي تقررها الوزارة.,https://www.hrsd.gov.sa/node/5575980,الباب الثاني - تنظيم عمليات التوظيف - الفصل الأول - المادة الثانية والعشرون: - توفر الوزارة قنوات للتوظيف دون مقابل، تقوم بما يأتي: 1. مساعدة العمال في الحصول على الأعمال المناسبة، ومساعدة أصحاب الأعمال في إيجاد العمال المناسبين. 2. جمع المعلومات الضرورية عن سوق العمل وتطوره وتحليلها؛ لكي تكون في متناول مختلف الهيئات العامة والخاصة المعنية بشؤون التخطيط الاقتصادي والاجتماعي. 3. تنفيذ الواجبات الآتية: 3/1- تسجيل طالبي العمل. 3/2- الحصول على بيانات بالأعمال الشاغرة من أصحاب الأعمال. 3/3-مواءمة طلبات طالبي العمل مع الأعمال الشاغرة وفق مؤهلاتهم. 3/4- تقديم النصح والمعونة إلى طالبي العمل فيما يختص بالتأهيل والتدريب المهني، أو بإعادة التدريب اللازم للحصول على الأعمال الشاغرة. 3/5- غير ذلك من الأمور التي تقررها الوزارة.,643,active
